,EG-R0-24,EG-R0-09-1,EG-R0-11,EG-R0-17,EG-R0-12,EG-R0-16,1OG-R1-06,1OG-R1-07,1OG-R1-02,1OG-R1-18,1OG-R1-19,1OG-R1-11,1OG-R1-05,1OG-R1-10,1OG-R1-03,2OG-R2-10,2OG-R2-12,2OG-R2-03,2OG-R2-09,2OG-R2-08,2OG-R2-06,2OG-R2-07,2OG-R2-04,2OG-R2-05,2OG-R2-11,2OG-R2-02,2OG-R2-01,2OG-R2-13,3OG-R3-06,3OG-R3-04,3OG-R3-05
count,165.0,141.0,148.0,148.0,142.0,115.0,157.0,142.0,142.0,137.0,119.0,135.0,149.0,133.0,130.0,123.0,136.0,134.0,131.0,137.0,126.0,142.0,141.0,107.0,138.0,122.0,131.0,147.0,137.0,130.0,119.0
mean,22.591514737678295,23.141489069512552,23.462837399663144,22.790404925475247,22.811408002611614,22.11565173605214,23.973757421894437,23.36661931158791,23.96239389500148,24.671970353509387,23.490419804549013,23.05155520968967,23.328053288811795,23.28977407010874,23.22830732785738,23.485853272724928,24.501911303576293,24.021119018099203,23.85786215221609,23.701751388772557,24.555237633841376,24.282112269334387,23.839715890005124,23.975513565206075,23.461448766183157,24.206720946265055,24.03206073964826,22.94176826996057,24.983065166612604,24.171230301490198,24.06033576837107
std,1.7314102197551084,0.8392777397237773,0.9922612334619719,0.9359297365081961,1.2340613232634376,0.8695060826854054,1.5221238280659448,1.209376403432892,0.9243298713911557,0.9226064509485881,0.8592028647090014,0.8953094094733286,1.0740047389153928,0.9190661453918251,1.083713986003727,0.7378645921865465,2.527952060323374,0.7935744315054245,1.0074652645251307,0.8578476786071426,1.2669015326026014,1.020528798977521,1.006189355164093,0.812391375274722,0.7073611826039987,0.8769240186947954,0.8458092652333081,0.9821500417783918,1.3736466595076753,1.0676933256738876,0.7788343295714031
min,16.2199993133545,20.020000457763697,20.9599990844727,19.340000152587898,18.3799991607666,19.359998703002898,19.2799987792969,20.3199996948242,21.3799991607666,21.739999771118196,19.5399990081787,17.9200000762939,18.0399990081787,21.0799999237061,20.5599994659424,21.8400001525879,21.899999618530302,22.399999618530302,21.9799995422363,21.3799991607666,20.939998626709002,22.1800003051758,21.899999618530302,21.559999465942397,20.7600002288818,22.489999771118196,22.4500007629395,18.7999992370605,20.939998626709002,21.8400001525879,21.0
25%,21.5,22.7799987792969,22.8199996948242,22.35499906539915,22.2999992370605,21.600000381469698,23.0399990081787,22.559999465942397,23.4799995422363,23.9200000762939,23.17000007629395,22.710000038146998,22.7999992370605,22.5799999237061,22.619998931884798,22.9799995422363,23.090000152587873,23.4324998855591,22.9799995422363,23.059999465942397,23.6599998474121,23.544999122619625,23.1800003051758,23.4699993133545,22.949998855590824,23.6125001907349,23.3649997711182,22.4200000762939,24.1599998474121,23.3400001525879,23.5399990081787
50%,23.260000228881804,23.2000007629395,23.2999992370605,22.88999938964845,23.019998550415,22.3799991607666,23.8199996948242,22.9799995422363,23.9799995422363,24.7999992370605,23.719999313354503,23.1800003051758,23.359998703002898,23.2999992370605,23.2999992370605,23.3400001525879,23.82999992370605,23.965000152587898,23.760000228881804,23.8199996948242,24.26999950408935,24.25,23.719999313354503,23.9200000762939,23.38999938964845,24.214999198913603,24.0299987792969,23.019998550415,24.739999771118196,24.22999954223635,23.9599990844727
75%,23.8199996948242,23.6800003051758,24.105000019073472,23.359998703002898,23.5249991416931,22.67000007629395,24.8400001525879,24.17000007629395,24.6049990653992,25.3799991607666,23.9699993133545,23.600000381469698,24.059999465942397,23.9200000762939,23.739999771118196,24.069999694824247,24.585000038147,24.602500438690228,24.760000228881804,24.439998626709,25.129999637603724,25.074999809265176,24.600000381469698,24.2899990081787,23.969999313354474,24.762500286102323,24.630000114440904,23.719999313354503,25.5799999237061,24.954998970031774,24.5299997329712
max,25.0,24.7299995422363,26.5399990081787,25.0,25.9200000762939,24.0399990081787,28.619998931884798,28.239999771118196,26.0399990081787,26.239999771118196,25.219999313354503,24.6599998474121,26.0799999237061,25.4599990844727,26.6599998474121,25.3400001525879,34.8199996948242,26.119998931884798,26.260000228881804,25.1399993896484,29.199998855590803,26.619998931884798,26.019998550415,26.260000228881804,25.199998855590803,26.599998474121104,26.1299991607666,24.7799987792969,31.359998703002898,26.4200000762939,26.5399990081787
