
System1.Technische Sicht:Rücklauftemperatur [TRt].Aktueller Wert;;;;

11/18/2021 07:48:21;63;Reduced;;
11/18/2021 10:33:24;32;Reduced;;
11/18/2021 12:48:28;63;Reduced;;
11/18/2021 21:33:41;31;Reduced;;
11/18/2021 23:33:43;63;Reduced;;
11/19/2021 07:48:52;32;Reduced;;
11/19/2021 10:03:55;63;Reduced;;
11/19/2021 13:03:59;32;Reduced;;
11/19/2021 15:19:03;63;Reduced;;
11/19/2021 23:19:13;32;Reduced;;
11/20/2021 01:49:16;63;Reduced;;
11/20/2021 09:34:25;33;Reduced;;
11/20/2021 12:04:27;63;Reduced;;
11/20/2021 20:19:40;33;Reduced;;
11/20/2021 22:34:44;63;Reduced;;
11/21/2021 01:49:46;33;Reduced;;
11/21/2021 03:49:49;63;Reduced;;
11/21/2021 12:04:58;33;Reduced;;
11/21/2021 14:05:00;63;Reduced;;
11/21/2021 19:20:10;63;Reduced;;
11/21/2021 22:35:14;33;Reduced;;
11/22/2021 04:50:21;63;Reduced;;
11/22/2021 07:35:24;33;Reduced;;
11/22/2021 15:20:35;63;Reduced;;
11/22/2021 18:20:39;32;Reduced;;
11/22/2021 23:50:45;32;Reduced;;
11/23/2021 01:50:47;63;Reduced;;
11/23/2021 07:05:53;63;Reduced;;
11/23/2021 10:05:57;32;Reduced;;
11/23/2021 15:36:07;32;Reduced;;
11/23/2021 17:51:09;63;Reduced;;
11/24/2021 01:36:18;33;Reduced;;
11/24/2021 04:06:21;63;Reduced;;
11/24/2021 07:21:25;32;Reduced;;
11/24/2021 14:21:33;63;Reduced;;
11/24/2021 17:21:40;32;Reduced;;
11/24/2021 19:51:43;63;Reduced;;
11/25/2021 04:21:52;63;Reduced;;
11/25/2021 07:21:56;32;Reduced;;
11/25/2021 12:07:01;32;Reduced;;
11/25/2021 14:52:08;63;Reduced;;
11/25/2021 17:37:11;32;Reduced;;
11/25/2021 20:07:13;63;Reduced;;
11/26/2021 05:22:25;33;Reduced;;
11/26/2021 07:52:28;63;Reduced;;
11/26/2021 10:37:31;32;Reduced;;
11/26/2021 18:07:41;63;Reduced;;
11/27/2021 01:07:50;32;Reduced;;
11/27/2021 03:07:52;63;Reduced;;
11/27/2021 05:37:55;33;Reduced;;
11/27/2021 08:07:57;63;Reduced;;
11/27/2021 16:23:10;33;Reduced;;
11/27/2021 18:38:12;63;Reduced;;
11/27/2021 21:53:16;33;Reduced;;
11/28/2021 03:53:23;63;Reduced;;
11/28/2021 06:53:26;33;Reduced;;
11/28/2021 14:08:34;63;Reduced;;
11/28/2021 16:53:40;34;Reduced;;
11/28/2021 19:23:44;63;Reduced;;
11/29/2021 02:53:52;33;Reduced;;
11/29/2021 04:53:55;63;Reduced;;
11/29/2021 13:09:03;32;Reduced;;
11/29/2021 15:24:10;63;Reduced;;
11/29/2021 18:09:13;32;Reduced;;
11/30/2021 01:39:22;63;Reduced;;
11/30/2021 07:09:28;63;Reduced;;
11/30/2021 09:39:31;32;Reduced;;
11/30/2021 14:54:40;32;Reduced;;
11/30/2021 17:24:43;63;Reduced;;
11/30/2021 20:09:46;32;Reduced;;
12/01/2021 03:54:56;63;Reduced;;
12/01/2021 07:09:59;32;Reduced;;
12/01/2021 09:10:02;63;Reduced;;
12/01/2021 16:25:12;32;Reduced;;
12/01/2021 17:55:13;63;Reduced;;
12/02/2021 01:10:23;32;Reduced;;
12/02/2021 02:40:24;62;Reduced;;
12/02/2021 11:40:35;63;Reduced;;
12/02/2021 14:40:40;33;Reduced;;
12/02/2021 20:10:46;63;Reduced;;
12/02/2021 23:10:49;32;Reduced;;
12/03/2021 02:10:56;34;Reduced;;
12/03/2021 07:56:01;63;Reduced;;
12/03/2021 14:41:11;33;Reduced;;
12/03/2021 16:11:12;63;Reduced;;
12/03/2021 22:41:20;33;Reduced;;
12/04/2021 01:26:24;63;Reduced;;
12/04/2021 04:56:27;33;Reduced;;
12/04/2021 10:26:33;63;Reduced;;
12/04/2021 13:11:36;33;Reduced;;
12/04/2021 14:56:42;64;Reduced;;
12/04/2021 22:26:49;33;Reduced;;
12/05/2021 02:41:54;63;Reduced;;
12/05/2021 05:56:58;33;Reduced;;
12/05/2021 12:27:05;63;Reduced;;
12/05/2021 15:27:11;33;Reduced;;
12/05/2021 21:27:18;63;Reduced;;
12/06/2021 00:27:22;33;Reduced;;
12/06/2021 06:27:29;63;Reduced;;
12/06/2021 13:42:36;33;Reduced;;
12/06/2021 15:12:42;63;Reduced;;
12/06/2021 19:12:47;64;Reduced;;
12/06/2021 21:27:49;33;Reduced;;
12/07/2021 01:57:54;34;Reduced;;
